unit_type,id_rhomis_dataset,survey_value,conversion
country_to_iso2,6e982919815018fb4540099f74cb968c,kenya,KE
country_to_iso2,06cd96468e74bda49a55ba14145ef9ec,uganda,UG
country_to_iso2,9ec32b0ca09a4443ebcf11115f2a6f42,vietnam,VN
